,feature,include,reference
6808,"Lung Cancer Segmentation With Transfer Learning: Usefulness of a Pretrained Model Constructed From an Artificial Dataset Generated Using a Generative Adversarial Network. <b>Purpose:</b> The purpose of this study was to develop and evaluate lung cancer segmentation with a pretrained model and transfer learning. The pretrained model was constructed from an artificial dataset generated using a generative adversarial network (GAN). <b>Materials and Methods:</b> Three public datasets containing images of lung nodules/lung cancers were used: LUNA16 dataset, Decathlon lung dataset, and NSCLC radiogenomics. The LUNA16 dataset was used to generate an artificial dataset for lung cancer segmentation with the help of the GAN and 3D graph cut. Pretrained models were then constructed from the artificial dataset. Subsequently, the main segmentation model was constructed from the pretrained models and the Decathlon lung dataset. Finally, the NSCLC radiogenomics dataset was used to evaluate the main segmentation model. The Dice similarity coefficient (DSC) was used as a metric to evaluate the segmentation performance. <b>Results:</b> The mean DSC for the NSCLC radiogenomics dataset improved overall when using the pretrained models. At maximum, the mean DSC was 0.09 higher with the pretrained model than that without it. <b>Conclusion:</b> The proposed method comprising an artificial dataset and a pretrained model can improve lung cancer segmentation as confirmed in terms of the DSC metric. Moreover, the construction of the artificial dataset for the segmentation using the GAN and 3D graph cut was found to be feasible.",0,0
6816,Keratoconus detection of changes using deep learning of colour-coded maps. To evaluate the accuracy of convolutional neural networks technique (CNN) in detecting keratoconus using colour-coded corneal maps obtained by a Scheimpflug camera.,0,0
6817,"Robust chest CT image segmentation of COVID-19 lung infection based on limited data. The coronavirus disease 2019 (COVID-19) affects billions of lives around the world and has a significant impact on public healthcare. For quantitative assessment and disease monitoring medical imaging like computed tomography offers great potential as alternative to RT-PCR methods. For this reason, automated image segmentation is highly desired as clinical decision support. However, publicly available COVID-19 imaging data is limited which leads to overfitting of traditional approaches.",0,0
6827,"Precision Medicine Enables More TNM-Like Staging in Patients With Chronic Limb Threatening Ischemia. <b>Introduction:</b> In cancer, there are survival-based staging systems and tailored, stage-based treatments. There is little personalized treatment in vascular disease. The 2019 Global Vascular Guidelines on the Management of CLTI proposed successful treatment hinges upon Patient risk, Limb severity, and ANatomic complexity (PLAN). We sought to confirm a three axis approach and define how increasing severity affects mortality, not just limb loss. <b>Methods:</b> Patients revascularized for incident CLTI at our institution from 2013 to 2017 were included. Outcomes were mortality, limb loss, the composite endpoint of amputation-free survival. Using Bayesian machine learning, specifically supervised topic modeling, clusters of patient features associated with mortality were formed after controlling for revascularization type. Patients were assigned to the cluster they belonged to with highest probability; clusters were characterized by analyzing the characteristics of patients within them. Patient outcomes were used to order the clusters into stages with increasing mortality. <b>Results:</b> We defined three distinct clusters as the basis for patient- and limb-centered stages. Across stages, rates of 1-year mortality were 7.6, 13.8, 18.9% and rates of amputation-free survival were 84.8, 79.3, and 63.2%. Stage one had patients with rest pain and previous revascularization who were less likely to have wounds, diabetes, and renal disease. Stage two had doubled mortality, likely related to diabetes prevalence. Stage three is characterized by high rates of complicated comorbidities, particularly end stage renal disease, and significantly higher rate of limb loss (22.6 vs. 8% in stages one and two). <b>Conclusion:</b> Using precision medicine, we have demonstrated clustering of CLTI patients that can be used toward a robust staging system. We provide empiric evidence for PLAN and detail about how changes in each variable affect survival and amputation-free survival.",0,0
6829,"Artificial Intelligence-Aided Recognition of Pathological Characteristics and Subtype Classification of Superficial Perivascular Dermatitis. <b>Background:</b> Superficial perivascular dermatitis, an important type of inflammatory dermatosis, comprises various skin diseases, which are difficult to distinguish by clinical manifestations and need pathological imaging observation. Coupled with its complex pathological characteristics, the subtype classification depends to a great extent on dermatopathologists. There is an urgent need to develop an efficient approach to recognize the pathological characteristics and classify the subtypes of superficial perivascular dermatitis. <b>Methods:</b> 3,954 pathological images (4 Ã— and 10 Ã—) of three subtypes-psoriasiform, spongiotic and interface-of superficial perivascular dermatitis were captured from 327 cases diagnosed both clinically and pathologically. The control group comprised 1,337 pathological images of 85 normal skin tissue slides taken from the edge of benign epidermal cysts. First, senior dermatologists and dermatopathologists followed the structure-pattern analysis method to label the pathological characteristics that significantly contribute to classifying different subtypes on 4 Ã— and 10 Ã— images. A cascaded deep learning algorithm framework was then proposed to establish pixel-level pathological characteristics' masks and classify the subtypes by supervised learning. <b>Results:</b> 13 different pathological characteristics were recognized, and the accuracy of subtype classification was 85.24%. In contrast, the accuracy of the subtype classification model without recognition was 71.35%. <b>Conclusion:</b> Our cascaded deep learning model used small samples to deliver efficient recognition of pathological characteristics and subtype classification simultaneously. Moreover, the proposed method could be applied to both microscopic images and digital scanned images.",0,0
6830,"Routine Hematological Parameters May Be Predictors of COVID-19 Severity. To date, coronavirus disease 2019 (COVID-19) has affected over 100 million people globally. COVID-19 can present with a variety of different symptoms leading to manifestation of disease ranging from mild cases to a life-threatening condition requiring critical care-level support. At present, a rapid prediction of disease severity and critical care requirement in COVID-19 patients, in early stages of disease, remains an unmet challenge. Therefore, we assessed whether parameters from a routine clinical hematology workup, at the time of hospital admission, can be valuable predictors of COVID-19 severity and the requirement for critical care. Hematological data from the day of hospital admission (day of positive COVID-19 test) for patients with severe COVID-19 disease (requiring critical care during illness) and patients with non-severe disease (not requiring critical care) were acquired. The data were amalgamated and cleaned and modeling was performed. Using a decision tree model, we demonstrated that routine clinical hematology parameters are important predictors of COVID-19 severity. This proof-of-concept study shows that a combination of activated partial thromboplastin time, white cell count-to-neutrophil ratio, and platelet count can predict subsequent severity of COVID-19 with high sensitivity and specificity (area under ROC 0.9956) at the time of the patient's hospital admission. These data, pending further validation, indicate that a decision tree model with hematological parameters could potentially form the basis for a rapid risk stratification tool that predicts COVID-19 severity in hospitalized patients.",0,0
6834,"MBFFNet: Multi-Branch Feature Fusion Network for Colonoscopy. Colonoscopy is currently one of the main methods for the detection of rectal polyps, rectal cancer, and other diseases. With the rapid development of computer vision, deep learning-based semantic segmentation methods can be applied to the detection of medical lesions. However, it is challenging for current methods to detect polyps with high accuracy and real-time performance. To solve this problem, we propose a multi-branch feature fusion network (MBFFNet), which is an accurate real-time segmentation method for detecting colonoscopy. First, we use UNet as the basis of our model architecture and adopt stepwise sampling with channel multiplication to integrate features, which decreases the number of flops caused by stacking channels in UNet. Second, to improve model accuracy, we extract features from multiple layers and resize feature maps to the same size in different ways, such as up-sampling and pooling, to supplement information lost in multiplication-based up-sampling. Based on mIOU and Dice loss with cross entropy (CE), we conduct experiments in both CPU and GPU environments to verify the effectiveness of our model. The experimental results show that our proposed MBFFNet is superior to the selected baselines in terms of accuracy, model size, and flops. mIOU, <i>F</i> score, and Dice loss with CE reached 0.8952, 0.9450, and 0.1602, respectively, which were better than those of UNet, UNet++, and other networks. Compared with UNet, the flop count decreased by 73.2%, and the number of participants also decreased. The actual segmentation effect of MBFFNet is only lower than that of PraNet, the number of parameters is 78.27% of that of PraNet, and the flop count is 0.23% that of PraNet. In addition, experiments on other types of medical tasks show that MBFFNet has good potential for general application in medical image segmentation.",0,0
6837,"Identification of Snails and <i>Schistosoma</i> of Medical Importance <i>via</i> Convolutional Neural Networks: A Proof-of-Concept Application for Human Schistosomiasis. In recent decades, computer vision has proven remarkably effective in addressing diverse issues in public health, from determining the diagnosis, prognosis, and treatment of diseases in humans to predicting infectious disease outbreaks. Here, we investigate whether convolutional neural networks (CNNs) can also demonstrate effectiveness in classifying the environmental stages of parasites of public health importance and their invertebrate hosts. We used schistosomiasis as a reference model. Schistosomiasis is a debilitating parasitic disease transmitted to humans <i>via</i> snail intermediate hosts. The parasite affects more than 200 million people in tropical and subtropical regions. We trained our CNN, a feed-forward neural network, on a limited dataset of 5,500 images of snails and 5,100 images of cercariae obtained from schistosomiasis transmission sites in the Senegal River Basin, a region in western Africa that is hyper-endemic for the disease. The image set included both images of two snail genera that are relevant to schistosomiasis transmission - that is, <i>Bulinus</i> spp. and <i>Biomphalaria pfeifferi</i> - as well as snail images that are non-component hosts for human schistosomiasis. Cercariae shed from <i>Bi. pfeifferi and Bulinus</i> spp. snails were classified into 11 categories, of which only two, <i>S. haematobium</i> and <i>S. mansoni</i>, are major etiological agents of human schistosomiasis. The algorithms, trained on 80% of the snail and parasite dataset, achieved 99% and 91% accuracy for snail and parasite classification, respectively, when used on the hold-out validation dataset - a performance comparable to that of experienced parasitologists. The promising results of this proof-of-concept study suggests that this CNN model, and potentially similar replicable models, have the potential to support the classification of snails and parasite of medical importance. In remote field settings where machine learning algorithms can be deployed on cost-effective and widely used mobile devices, such as smartphones, these models can be a valuable complement to laboratory identification by trained technicians. Future efforts must be dedicated to increasing dataset sizes for model training and validation, as well as testing these algorithms in diverse transmission settings and geographies.",1,1
6840,"Advanced Deep Learning Approach to Automatically Segment Malignant Tumors and Ablation Zone in the Liver With Contrast-Enhanced CT. Liver cancer is one of the most commonly diagnosed cancer, and energy-based tumor ablation is a widely accepted treatment. Automatic and robust segmentation of liver tumors and ablation zones would facilitate the evaluation of treatment success. The purpose of this study was to develop and evaluate an automatic deep learning based method for (1) segmentation of liver and liver tumors in both arterial and portal venous phase for pre-treatment CT, and (2) segmentation of liver and ablation zones in both arterial and portal venous phase for after ablation treatment.",0,0
6841,"A Deep-Learning Model With the Attention Mechanism Could Rigorously Predict Survivals in Neuroblastoma. Neuroblastoma is one of the most devastating forms of childhood cancer. Despite large amounts of attempts in precise survival prediction in neuroblastoma, the prediction efficacy remains to be improved.",0,0
6843,"Intelligent predictions of Covid disease based on lung CT images using machine learning strategy. Covid or Corona Virus, a term ruling the world from past two years and causes a huge destruction in all countries. One of the most important Covid disease identification method is Lung based Computed Tomography (CT) image scanning, in which it provides an effective disease identification means in clear manner. However, this Lung CT image based disease detection principles are complex to health care representatives and doctors to predict the Covid disease accurately. Several manual errors and medical flaws are raised day-by-day, so that a new systematic methodology is required to identify the Covid disease effectively with respect to machine learning principles. The machine learning principles are most popular to identify the respective disease efficiently as well as classify the disease in accurate manner without any time consumption. The infected portions of the chest are identified accurately and report to the respective person without any delay. In this paper, a new machine learning strategy is introduced called Hybrid Disease Detection Principle (HDDP), in which it is derived from the two classical machine learning algorithms called Convolutional Neural Network (CNN) and the AdaBoost Classifier. Both these algorithms are integrated together to produce a new strategy called HDDP, in which it process the lung CT image based on the machine learning factors such as pre-processing, feature extraction and classification. Based on these effective image processing strategies the proposed algorithm handles the CT images to predict the Covid disease and report to the respective user with proper accuracy ratio. This paper intends to provide effcient disease predictions as well as provide a sufficient support to medical people and patients in fine manner to assist them with modern classification algorithms.",0,0
6845,"Non-Invasive Glucose Monitoring Using Optical Sensor and Machine Learning Techniques for Diabetes Applications. Diabetes is a major public health challenge affecting more than 451 million people. Physiological and experimental factors influence the accuracy of non-invasive glucose monitoring, and these need to be overcome before replacing the finger prick method. Also, the suitable employment of machine learning techniques can significantly improve the accuracy of glucose predictions. One aim of this study is to use light sources with multiple wavelengths to enhance the sensitivity and selectivity of glucose detection in an aqueous solution. Multiple wavelength measurements have the potential to compensate for errors associated with inter- and intra-individual differences in blood and tissue components. In this study, the transmission measurements of a custom built optical sensor are examined using 18 different wavelengths between 410 and 940 nm. Results show a high correlation value (0.98) between glucose concentration and transmission intensity for four wavelengths (485, 645, 860 and 940 nm). Five machine learning methods are investigated for glucose predictions. When regression methods are used, 9% of glucose predictions fall outside the correct range (normal, hypoglycemic or hyperglycemic). The prediction accuracy is improved by applying classification methods on sets of data arranged into 21 classes. Data within each class corresponds to a discrete 10 mg/dL glucose range. Classification based models outperform regression, and among them, the support vector machine is the most successful with F1-score of 99%. Additionally, Clarke error grid shows that 99.75% of glucose readings fall within the clinically acceptable zones. This is an important step towards critical diagnosis during an emergency patient situation.",0,0
6848,"Performance-weighted-voting model: An ensemble machine learning method for cancer type classification using whole-exome sequencing mutation. With improvements in next-generation DNA sequencing technology, lower cost is needed to collect genetic data. More machine learning techniques can be used to help with cancer analysis and diagnosis.",0,0
6851,"A Comparative Analysis of Machine Learning Algorithms to Predict Alzheimer's Disease. Alzheimer's disease has been one of the major concerns recently. Around 45 million people are suffering from this disease. Alzheimer's is a degenerative brain disease with an unspecified cause and pathogenesis which primarily affects older people. The main cause of Alzheimer's disease is Dementia, which progressively damages the brain cells. People lost their thinking ability, reading ability, and many more from this disease. A machine learning system can reduce this problem by predicting the disease. The main aim is to recognize Dementia among various patients. This paper represents the result and analysis regarding detecting Dementia from various machine learning models. The Open Access Series of Imaging Studies (OASIS) dataset has been used for the development of the system. The dataset is small, but it has some significant values. The dataset has been analyzed and applied in several machine learning models. Support vector machine, logistic regression, decision tree, and random forest have been used for prediction. First, the system has been run without fine-tuning and then with fine-tuning. Comparing the results, it is found that the support vector machine provides the best results among the models. It has the best accuracy in detecting Dementia among numerous patients. The system is simple and can easily help people by detecting Dementia among them.",0,0
6852,"Artificial Intelligence Pulse Coupled Neural Network Algorithm in the Diagnosis and Treatment of Severe Sepsis Complicated with Acute Kidney Injury under Ultrasound Image. The objective of this study was to explore the diagnosis of severe sepsis complicated with acute kidney injury (AKI) by ultrasonic image information based on the artificial intelligence pulse coupled neural network (PCNN) algorithm. In this study, an algorithm of ultrasonic image information enhancement based on the artificial intelligence PCNN was constructed and compared with the histogram equalization algorithm and linear transformation algorithm. After that, it was applied to the ultrasonic image diagnosis of 20 cases of severe sepsis combined with AKI in hospital. The condition of each patient was diagnosed by ultrasound image performance, change of renal resistance index (RRI), ultrasound score, and receiver operator characteristic curve (ROC) analysis. It was found that the histogram distribution of this algorithm was relatively uniform, and the information of each gray level was obviously retained and enhanced, which had the best effect in this algorithm; there was a marked individual difference in the values of RRI. Overall, the values of RRI showed a slight upward trend after admission to the intensive care unit (ICU). The RRI was taken as the dependent variable, time as the fixed-effect model, and patients as the random effect; the parameter value of time was between 0.012 and 0.015, <i>p</i>=0.000 < 0.05. Besides, there was no huge difference in the ultrasonic score among different time measurements (<i>t</i>â€‰=â€‰1.348 and <i>p</i>=0.128 > 0.05). The area under the ROC curve of the RRI for the diagnosis of AKI at the 2<sup>nd</sup> day, 4<sup>th</sup> day, and 6<sup>th</sup> day was 0.758, 0.841, and 0.856, respectively, which was all greater than 0.5 (<i>p</i> < 0.05). In conclusion, the proposed algorithm in this study could significantly enhance the amount of information in ultrasound images. In addition, the change of RRI values measured by ultrasound images based on the artificial intelligence PCNN was associated with AKI.",0,0
6853,"Value of Rehabilitation Training for Children with Cerebral Palsy Diagnosed and Analyzed by Computed Tomography Imaging Information Features under Deep Learning. To analyze the brain CT imaging data of children with cerebral palsy (CP), deep learning-based electronic computed tomography (CT) imaging information characteristics were used, thereby providing help for the rehabilitation analysis of children with CP and comorbid epilepsy. The brain CT imaging data of 73 children with CP were collected, who were outpatients or inpatients in our hospital. The images were randomly divided into two groups. One group was the artificial intelligence image group, and hybrid segmentation network (HSN) model was employed to analyze brain images to help the treatment. The other group was the control group, and original images were used to help diagnosis and treatment. The deep learning-based HSN was used to segment the CT image of the head of patients and was compared with other CNN methods. It was found that HSN had the highest Dice score (DSC) among all models. After treatment, six cases in the artificial intelligence image group returned to normal (20.7%), and the artificial intelligence image group was significantly higher than the control group (<i>X</i> <sup>2</sup>â€‰=â€‰335191, <i>P</i> < 0.001). The cerebral hemodynamic changes were obviously different in the two groups of children before and after treatment. The VP of the cerebral artery in the child was (139.68â€‰Â±â€‰15.66) cm/s after treatment, which was significantly faster than (131.84â€‰Â±â€‰15.93) cm/s before treatment, <i>P</i> < 0.05. To sum up, the deep learning model can effectively segment the CP area, which can measure and assist the diagnosis of future clinical cases of children with CP. It can also improve medical efficiency and accurately identify the patient's focus area, which had great application potential in helping to identify the rehabilitation training results of children with CP.",0,0
6854,"Effect of Interventional Therapy on Iliac Venous Compression Syndrome Evaluated and Diagnosed by Artificial Intelligence Algorithm-Based Ultrasound Images. In order to explore the efficacy of using artificial intelligence (AI) algorithm-based ultrasound images to diagnose iliac vein compression syndrome (IVCS) and assist clinicians in the diagnosis of diseases, the characteristics of vein imaging in patients with IVCS were summarized. After ultrasound image acquisition, the image data were preprocessed to construct a deep learning model to realize the position detection of venous compression and the recognition of benign and malignant lesions. In addition, a dataset was built for model evaluation. The data came from patients with thrombotic chronic venous disease (CVD) and deep vein thrombosis (DVT) in hospital. The image feature group of IVCS extracted by cavity convolution was the artificial intelligence algorithm imaging group, and the ultrasound images were directly taken as the control group without processing. Digital subtraction angiography (DSA) was performed to check the patient's veins one week in advance. Then, the patients were rolled into the AI algorithm imaging group and control group, and the correlation between May-Thurner syndrome (MTS) and AI algorithm imaging was analyzed based on DSA and ultrasound results. Satisfaction of intestinal venous stenosis (or occlusion) or formation of collateral circulation was used as a diagnostic index for MTS. Ultrasound showed that the AI algorithm imaging group had a higher percentage of good treatment effects than that of the control group. The call-up rate of the DMRF-convolutional neural network (CNN), precision, and accuracy were all superior to those of the control group. In addition, the degree of venous swelling of patients in the artificial intelligence algorithm imaging group was weak, the degree of pain relief was high after treatment, and the difference between the artificial intelligence algorithm imaging group and control group was statistically considerable (<i>p</i> < 0.005). Through grouped experiments, it was found that the construction of the AI imaging model was effective for the detection and recognition of lower extremity vein lesions in ultrasound images. To sum up, the ultrasound image evaluation and analysis using AI algorithm during MTS treatment was accurate and efficient, which laid a good foundation for future research, diagnosis, and treatment.",0,0
6855,"Computed Tomography Angiography under Deep Learning in the Treatment of Atherosclerosis with Rapamycin. The clinical characteristics and vascular computed tomography (CT) imaging characteristics of patients were explored so as to assist clinicians in diagnosing patients with atherosclerosis. 316 patients with atherosclerosis who were hospitalized for emergency treatment were treated with rapamycin (RAPA) in the hospital. A group of manually delineated left ventricular myocardia (LVM) on the patient's coronary computed tomography angiography (CCTA) were selected as the region of interest for imaging features extracted. The CCTA images of 80% of patients were randomly selected for training, and those of 20% of patients were used for verification. The correlation matrix method was used to remove redundant image omics features under different correlation thresholds. In the validation set, CCTA diagnostic parameters were about 40 times higher than the manually segmented data. The average dice similarity coefficient was 91.6%. The proposed method also produced a very small centroid distance (mean 1.058â€‰mm, standard deviation 1.245â€‰mm) and volume difference (mean 1.640), with a segmentation time of about 1.45â€‰Â±â€‰0.51â€‰s, compared to about 744.8â€‰Â±â€‰117.49â€‰s for physician manual segmentation. Therefore, the deep learning model effectively segmented the atherosclerotic lesion area, measured and assisted the diagnosis of future atherosclerosis clinical cases, improved medical efficiency, and accurately identified the patient's lesion area. It had great application potential in helping diagnosis and curative effect analysis of atherosclerosis.",0,0
6856,"Health Recognition Algorithm for Sports Training Based on Bi-GRU Neural Networks. The healthcare benefits associated with regular physical activity recognition and monitoring have been considered in several research studies. Regular recognition and monitoring of health status can potentially assist in managing and reducing the risk of many diseases such as cardiovascular disease, diabetes, and obesity. Using healthcare equipment in hospitals, people can conduct regular physical examinations to check their health status. However, most of the time, it is difficult to reach a specific medical environment and use special medical equipment. In this paper, a deep learning framework based on the bidirectional gated recurrent unit for health status recognition is implemented to improve the accuracy by making full use of the information provided by smartphone acceleration sensors. A model based on a bidirectional gated recurrent unit is constructed to describe the relationship between input acceleration signals and output information through a gating approach. Therefore, it can automatically detect the health status of the sportsman as healthy, subhealthy, and unhealthy. Finally, the practical data collected from an athlete have been used to evaluate the recognition performance of the system. Results show that the proposed methodology can predicate the sports health status accurately.",0,0
6858,"Use of Deep-Learning Genomics to Discriminate Healthy Individuals from Those with Alzheimer's Disease or Mild Cognitive Impairment. Alzheimer's disease (AD) is the most prevalent neurodegenerative disorder and the most common form of dementia in the elderly. Certain genes have been identified as important clinical risk factors for AD, and technological advances in genomic research, such as genome-wide association studies (GWAS), allow for analysis of polymorphisms and have been widely applied to studies of AD. However, shortcomings of GWAS include sensitivity to sample size and hereditary deletions, which result in low classification and predictive accuracy. Therefore, this paper proposes a novel deep-learning genomics approach and applies it to multitasking classification of AD progression, with the goal of identifying novel genetic biomarkers overlooked by traditional GWAS analysis.",0,0
6860,"A deep learning framework using CNN and stacked Bi-GRU for COVID-19 predictions in India. The novel coronavirus infection (COVID-19) first appeared in Wuhan, China, in December 2019. COVID-19 declared as a global pandemic by the WHO was the most rapidly spreading disease all across the world. India, the second most populated nation in the world, is still fighting it, when coronavirus reached the stage where community transmission takes place at an exponential rate. Therefore, it is crucial to examine the future trends of COVID-19 in India and anticipate how it will affect economic and social growth in a short run. In this paper, a new deep learning framework using CNN and stacked Bi-GRU has been developed for predicting and analyzing the COVID-19 cases in India. The proposed model can predict the next 30 days' new positive cases, new death cases, recovery rate and containment and health index values with high accuracy. The proposed method is compared against Gaussian process regression (GPR) model on COVID-19 datasets. The experimental result shows that the proposed framework is highly reliable for COVID-19 prediction over the GPR model.",0,0
6862,"Application of Data Mining Algorithms for Dementia in People with HIV/AIDS. Dementia interferes with the individual's motor, behavioural, and intellectual functions, causing him to be unable to perform instrumental activities of daily living. This study is aimed at identifying the best performing algorithm and the most relevant characteristics to categorise individuals with HIV/AIDS at high risk of dementia from the application of data mining. Principal component analysis (PCA) algorithm was used and tested comparatively between the following machine learning algorithms: logistic regression, decision tree, neural network, KNN, and random forest. The database used for this study was built from the data collection of 270 individuals infected with HIV/AIDS and followed up at the outpatient clinic of a reference hospital for infectious and parasitic diseases in the State of CearÃ¡, Brazil, from January to April 2019. Also, the performance of the algorithms was analysed for the 104 characteristics available in the database; then, with the reduction of dimensionality, there was an improvement in the quality of the machine learning algorithms and identified that during the tests, even losing about 30% of the variation. Besides, when considering only 23 characteristics, the precision of the algorithms was 86% in random forest, 56% logistic regression, 68% decision tree, 60% KNN, and 59% neural network. The random forest algorithm proved to be more effective than the others, obtaining 84% precision and 86% accuracy.",0,0
6864,"Identification of Potential lncRNAs and miRNAs as Diagnostic Biomarkers for Papillary Thyroid Carcinoma Based on Machine Learning. Papillary thyroid carcinoma (PTC) accounts for most of the proportion of thyroid cancer (TC). The objective of this study was to identify diagnostic, differentially expressed long noncoding RNAs (lncRNAs) and microRNAs (miRNAs), contributing to understanding the epigenetics mechanism of PTC.",0,0
6865,"A comparative study of multiple neural network for detection of COVID-19 on chest X-ray. Coronavirus disease of 2019 or COVID-19 is a rapidly spreading viral infection that has affected millions all over the world. With its rapid spread and increasing numbers, it is becoming overwhelming for the healthcare workers to rapidly diagnose the condition and contain it from spreading. Hence it has become a necessity to automate the diagnostic procedure. This will improve the work efficiency as well as keep the healthcare workers safe from getting exposed to the virus. Medical image analysis is one of the rising research areas that can tackle this issue with higher accuracy. This paper conducts a comparative study of the use of the recent deep learning models (VGG16, VGG19, DenseNet121, Inception-ResNet-V2, InceptionV3, Resnet50, and Xception) to deal with the detection and classification of coronavirus pneumonia from pneumonia cases. This study uses 7165 chest X-ray images of COVID-19 (1536) and pneumonia (5629) patients. Confusion metrics and performance metrics were used to analyze each model. Results show DenseNet121 (99.48% of accuracy) showed better performance when compared with the other models in this study.",0,0
6867,"Skin Cancer Detection Using Kernel Fuzzy C-Means and Improved Neural Network Optimization Algorithm. Early diagnosis of malignant skin cancer from images is a significant part of the cancer treatment process. One of the principal purposes of this research is to propose a pipeline methodology for an optimum computer-aided diagnosis of skin cancers. The method contains four main stages. The first stage is to perform a preprocessing based on noise reduction and contrast enhancement. The second stage is to segment the region of interest (ROI). This study uses kernel fuzzy C-means for ROI segmentation. Then, some features from the ROI are extracted, and then, a feature selection is used for selecting the best ones. The selected features are then injected into a support vector machine (SVM) for final identification. One important part of the contribution in this study is to propose a developed version of a new metaheuristic, named neural network optimization algorithm, to optimize both parts of feature selection and SVM classifier. Comparison results of the method with 5 state-of-the-art methods showed the approach's higher superiority toward the others.",0,0
6868,"Single and Combined Neuroimaging Techniques for Alzheimer's Disease Detection. Alzheimer's disease (AD) consists of the gradual process of decreasing volume and quality of neuron connection in the brain, which consists of gradual synaptic integrity and loss of cognitive functions. In recent years, there has been significant attention in AD classification and early detection with machine learning algorithms. There are different neuroimaging techniques for capturing data and using it for the classification task. Input data as images will help machine learning models to detect different biomarkers for AD classification. This marker has a more critical role for AD detection than other diseases because beta-amyloid can extract complex structures with some metal ions. Most researchers have focused on using 3D and 4D convolutional neural networks for AD classification due to reasonable amounts of data. Also, combination neuroimaging techniques like functional magnetic resonance imaging and positron emission tomography for AD detection have recently gathered much attention. However, gathering a combination of data can be expensive, complex, and tedious. For time consumption reasons, most patients prefer to throw one of the neuroimaging techniques. So, in this review article, we have surveyed different research studies with various neuroimaging techniques and ML methods to see the effect of using combined data as input. The result has shown that the use of the combination method would increase the accuracy of AD detection. Also, according to the sensitivity metrics from different machine learning methods, MRI and fMRI showed promising results.",0,0
6881,"Development of a Four-mRNA Expression-Based Prognostic Signature for Cutaneous Melanoma. We aim to find a biomarker that can effectively predict the prognosis of patients with cutaneous melanoma (CM). The RNA sequencing data of CM was downloaded from The Cancer Genome Atlas (TCGA) database and randomly divided into training group and test group. Survival statistical analysis and machine-learning approaches were performed on the RNA sequencing data of CM to develop a prognostic signature. Using univariable Cox proportional hazards regression, random survival forest algorithm, and receiver operating characteristic (ROC) in the training group, the four-mRNA signature including CD276, UQCRFS1, HAPLN3, and PIP4P1 was screened out. The four-mRNA signature could divide patients into low-risk and high-risk groups with different survival outcomes (log-rank <i>p</i> < 0.001). The predictive efficacy of the four-mRNA signature was confirmed in the test group, the whole TCGA group, and the independent GSE65904 (log-rank <i>p</i> < 0.05). The independence of the four-mRNA signature in prognostic prediction was demonstrated by multivariate Cox analysis. ROC and timeROC analyses showed that the efficiency of the signature in survival prediction was better than other clinical variables such as melanoma Clark level and tumor stage. This study highlights that the four-mRNA model could be used as a prognostic signature for CM patients with potential clinical application value.",0,0
6882,"Machine Learning to Identify Metabolic Subtypes of Obesity: A Multi-Center Study. Clinical characteristics of obesity are heterogenous, but current classification for diagnosis is simply based on BMI or metabolic healthiness. The purpose of this study was to use machine learning to explore a more precise classification of obesity subgroups towards informing individualized therapy.",0,0
6883,"Forecasting Seizure Likelihood With Wearable Technology. The unpredictability of epileptic seizures exposes people with epilepsy to potential physical harm, restricts day-to-day activities, and impacts mental well-being. Accurate seizure forecasters would reduce the uncertainty associated with seizures but need to be feasible and accessible in the long-term. Wearable devices are perfect candidates to develop non-invasive, accessible forecasts but are yet to be investigated in long-term studies. We hypothesized that machine learning models could utilize heart rate as a biomarker for well-established cycles of seizures and epileptic activity, in addition to other wearable signals, to forecast high and low risk seizure periods. This feasibility study tracked participants' (<i>n</i> = 11) heart rates, sleep, and step counts using wearable smartwatches and seizure occurrence using smartphone seizure diaries for at least 6 months (mean = 14.6 months, SD = 3.8 months). Eligible participants had a diagnosis of refractory epilepsy and reported at least 20 seizures (mean = 135, SD = 123) during the recording period. An ensembled machine learning and neural network model estimated seizure risk either daily or hourly, with retraining occurring on a weekly basis as additional data was collected. Performance was evaluated retrospectively against a rate-matched random forecast using the area under the receiver operating curve. A pseudo-prospective evaluation was also conducted on a held-out dataset. Of the 11 participants, seizures were predicted above chance in all (100%) participants using an hourly forecast and in ten (91%) participants using a daily forecast. The average time spent in high risk (prediction time) before a seizure occurred was 37 min in the hourly forecast and 3 days in the daily forecast. Cyclic features added the most predictive value to the forecasts, particularly circadian and multiday heart rate cycles. Wearable devices can be used to produce patient-specific seizure forecasts, particularly when biomarkers of seizure and epileptic activity cycles are utilized.",0,0
